0.1,0.1,757601.6099,81.7104,2380075.652,0.0065,0.1,0.005,0.0023
0.1,0.1,2234136.2031,828.1626,7018745.8827,0.0191,0.1,0.015,0.0008
0.1,0.1,3749066.3815,2610.6607,11778039.4018,0.0316,0.1,0.025,0.0005
0.1,0.1,5303698.3932,5753.6912,16662059.9088,0.0441,0.1,0.035,0.0003
0.1,0.1,6899589.4657,10598.9597,21675699.5783,0.0566,0.1,0.045,0.0003
0.1,0.1,8538397.3902,17506.5475,26824166.5144,0.0691,0.1,0.055,0.0002
0.1,0.1,10221874.2641,26856.1643,32112965.0941,0.0816,0.1,0.065,0.0002
0.1,0.1,11951870.3445,39048.5038,37547908.0711,0.0941,0.1,0.075,0.0002
0.1,0.1,13730340.1292,54506.7137,43135135.6812,0.1067,0.1,0.085,0.0001
0.1,0.1,15559349.4652,73677.991,48881137.9746,0.1192,0.1,0.095,0.0001
0.1,0.1,937971.4851,101.164,17680345.9621,0.227,0.6,0.005,0.0004
0.1,0.1,6711448.8395,2487.839,126507830.2139,0.6775,0.6,0.015,0.0001
0.1,0.1,3014553.0716,325.1316,104175475.6202,0.7603,1.1,0.005,0.0002
0.1,0.6,162330.9401,105.0482,509977.6889,0.0084,0.1,0.005,0.0128
0.1,0.6,417747.3926,929.1182,1312392.1396,0.0213,0.1,0.015,0.0047
0.1,0.6,681676.664,2848.1114,2141550.3998,0.0343,0.1,0.025,0.0028
0.1,0.6,953036.8032,6203.3838,2994053.4196,0.0474,0.1,0.035,0.002
0.1,0.6,1231995.5974,11355.3466,3870428.3179,0.0604,0.1,0.045,0.0016
0.1,0.6,1518834.3482,18684.686,4771558.8303,0.0734,0.1,0.055,0.0013
0.1,0.6,1813874.912,28593.8105,5698456.098,0.0865,0.1,0.065,0.0011
0.1,0.6,2117466.0862,41508.4234,6652215.9006,0.0995,0.1,0.075,0.001
0.1,0.6,2429980.6339,57879.2328,7634009.3079,0.1125,0.1,0.085,0.0009
0.1,0.6,2751815.2138,78183.815,8645082.4598,0.1256,0.1,0.095,0.0008
0.1,0.6,173099.6737,112.0169,3262851.9788,0.2454,0.6,0.005,0.0023
0.1,0.6,1331904.4304,2962.3086,25105807.0427,0.7144,0.6,0.015,0.0008
0.1,0.6,667163.5141,431.7374,23055515.9412,0.8081,1.1,0.005,0.0013
0.1,1.1,107322.102,127.3263,337162.3271,0.0102,0.1,0.005,0.0216
0.1,1.1,245163.3535,999.6644,770203.3904,0.0229,0.1,0.015,0.0084
0.1,1.1,389600.798,2984.2817,1223967.005,0.0359,0.1,0.025,0.0052
0.1,1.1,538468.9477,6425.7094,1691650.0901,0.049,0.1,0.035,0.0038
0.1,1.1,691615.7811,11686.8527,2172775.0571,0.0621,0.1,0.045,0.0029
0.1,1.1,849153.1525,19151.5026,2667693.3056,0.0751,0.1,0.055,0.0024
0.1,1.1,1011242.7126,29225.4725,3176912.677,0.0882,0.1,0.065,0.0021
0.1,1.1,1178070.2684,42338.2015,3701016.9006,0.1013,0.1,0.075,0.0018
0.1,1.1,1349838.7839,58944.5003,4240643.6072,0.1144,0.1,0.085,0.0016
0.1,1.1,1526766.3714,79526.4527,4796478.0162,0.1274,0.1,0.095,0.0014
0.1,1.1,99636.7679,118.2084,1878108.8286,0.2555,0.6,0.005,0.0042
0.1,1.1,769696.9994,3138.4735,14508446.6327,0.7261,0.6,0.015,0.0014
0.1,1.1,415336.3779,492.7525,14352994.851,0.8278,1.1,0.005,0.0023
0.1,1.6,87430.9527,150.8764,274672.4386,0.012,0.1,0.005,0.0292
0.1,1.6,180125.9519,1068.3222,565882.3673,0.0244,0.1,0.015,0.012
0.1,1.6,279445.7571,3113.4708,877904.7377,0.0374,0.1,0.025,0.0075
0.1,1.6,381941.8692,6629.5642,1199905.7703,0.0505,0.1,0.035,0.0055
0.1,1.6,487592.9539,11984.4303,1531818.442,0.0635,0.1,0.045,0.0043
0.1,1.6,596322.849,19562.555,1873403.4815,0.0766,0.1,0.055,0.0035
0.1,1.6,708226.5359,29771.8367,2224959.2824,0.0897,0.1,0.065,0.003
0.1,1.6,823424.9928,43043.993,2586865.9081,0.1028,0.1,0.075,0.0026
0.1,1.6,942054.9527,59836.3265,2959552.9187,0.1159,0.1,0.085,0.0023
0.1,1.6,1064265.5154,80633.6489,3343488.7246,0.129,0.1,0.095,0.0021
0.1,1.6,72031.0331,124.3013,1357752.9868,0.2651,0.6,0.005,0.006
0.1,1.6,556748.4024,3302.0599,10494460.1461,0.7361,0.6,0.015,0.0021
0.1,1.6,325684.5429,562.022,11254849.8425,0.8458,1.1,0.005,0.0034
0.1,2.1,77487.6198,175.5043,243434.5371,0.014,0.1,0.005,0.0358
0.1,2.1,145985.3059,1136.4084,458626.3647,0.026,0.1,0.015,0.0154
0.1,2.1,221483.5686,3238.8296,695811.152,0.0389,0.1,0.025,0.0098
0.1,2.1,299734.7156,6828.4805,941644.3804,0.0519,0.1,0.035,0.0072
0.1,2.1,380408.805,12271.8445,1195089.5072,0.065,0.1,0.045,0.0057
0.1,2.1,463365.6007,19951.1175,1455705.967,0.078,0.1,0.055,0.0047
0.1,2.1,548897.0297,30284.7244,1724410.8761,0.0911,0.1,0.065,0.004
